guna_word,spanish_word,synonyms,english_word,english_synonyms
Edsaa,Lejos,,Far,#VALUE!
Digwar,Limo,"Algas, , , , ",Silt,"Algae, , , ,"
Boed,llorar,"Gemir, Sollozar, , , ",Cry,"Moaning, sobbing,"
Dibormo,Balde,"Vasija grande, , , , ",Bucket,"Large pot,,"
Dibuglu,Calabaza para agua,,Water pumpkin,#VALUE!
Dibur,Calabaza para agua,,Water pumpkin,#VALUE!
Digurguli,Lluvia torrencial,,Torrential rain,#VALUE!
Diirmagged,Corriente fluvial,,Current river,#VALUE!
Sugge,Corriente fluvial,,Current river,#VALUE!
Diwied,Lluvia,"Aguacero, Chaparrón, Llover, , ",Rain,"Cloudburst, cloudburst, Raining,"
Negaddied,Luvia,"Aguacero, , , , ",Luvia,"Downpour, , , ,"
Dilla,Arbol de palo santo,"Guayabo, , , , ",Tree lignum,"Guava,,,,"
Dillanii,Marzo,,March,#VALUE!
addoged,Juntar,"Unir, , , , ",Put together,"Link, , , ,"
Dimadda,Charca,"Lodo, Estanque, , , ",Pond,"Mud, Pond,,,"
Negmadda,Charca,"Lodo, Estanque, , , ",Pond,"Mud, Pond,,,"
Dimaddadummad,Lago,"Pántano, Cenagal, , , ",Lake,"MARSH, Quagmire,,"
Dimmur,Ostra,,Oyster,#VALUE!
Dimoli,Manatí,"Foca, , , , ",sea ​​cow,"Seal, , , ,"
Dinagbe,Serpiente marina,,Sea snake,#VALUE!
Dinarsiggaled,Alimento de jugo de plátano,"Cacao, Desayuno, , , ",Food banana juice,"Cacao, Breakfast,,,"
Dinna,Seco,"Enjuto, , , , ",Dry,"I gaunt,,,,"
Dinnagwa,Seco,"Enjuto, , , , ",Dry,"I gaunt,,,,"
Dinned,Enlazar con arte,,Link with art,#VALUE!
Addued,Arroparse,"Cubrirse, Sábana, Cobija, , ",arroparse,"Cover, Sheet, Cobija,"
Diobbigwa,Fresco,"Frío, , , , ",Cool,"Cold, , , ,"
Diyobbigwa,Fresco,"Frío, , , , ",Cool,"Cold, , , ,"
Diobbisulid,Caliente,,Hot,#VALUE!
Diyobbisulid,Caliente,,Hot,#VALUE!
Uereged,Caliente,,Hot,#VALUE!
Dior,Alacran,"Escorpión, , , , ",Scorpion,"Scorpion,,,,"
Dirbir,Círculo,"Redondo, Circular, , , ",Circle,"Round, circular,,,"
Dirbile,Circulo,"Redondo, Circular, , , ",Circle,"Round, circular,,,"
Olole,Circular,,Circular,#VALUE!
Oroggwagwa,Circulo,"Redondo, Circular, , , ",Circle,"Round, circular,,,"
Addursaed,robar,"Despojar, Asaltar, Ladron, Bandido, ",Steal,"Despoil, Raiding, Ladron, Bandido,"
Dirigwa,Líquido,"Transparente, Claro, , , ",Liquid,"Transparent, clear,,,"
Disegad,Diarrea,,Diarrhea,#VALUE!
Sadib,Diarrea,,Diarrhea,#VALUE!
Saabio,diarrea,,diarrhea,#VALUE!
Disla,Tijera,,Scissors,#VALUE!
Disnaed,Defecar,"Excretar, Deponer, , , ",Defecate,"Excrete, overthrow,,,"
Aggued,Defecar,"Excretar, , , , ",Defecate,"Excrete,,,,"
Sadued,Defecar,,Defecate,#VALUE!
Diwar,Río,,River,#VALUE!
Diwala,Rio,"Corriente, , , , ",River,"Stream, , , ,"
Adsa,Variedad de abejas,,Variety of bees,#VALUE!
Doa,Quién,,Who,#VALUE!
Dobed,Miedo,,Fear,#VALUE!
Dobgued,Temer,"Asustarse, Atemorizarse, , , ",Fear,"Scared, frightened,,,"
Gwayed,Temer,"Asustarse, , , , ",Fear,"Get scared, , , ,"
Doddo,Niño,"Infante, Pequeño, , , ",Kid,"Infante, Small,,,"
Doggogalu,Jardín de párvulos,"Hogar de niños, , , , ",Nursery garden,"Children's Home, , , ,"
Dodo,Caromorón,"Cuervo marino, , , , ",Caromorón,"Raven marine,,"
Dodoar,Relajado,"De broma, No serio, , , ",Relaxed,"Joke, not serious,"
Dodoale,Relajado,"De broma, , , , ",Relaxed,"Jokingly, , , ,"
Dodoged,Jugar,"Bromear, , , , ",To play,"To joke, , , ,"
Anar,Por alguien,,For someone,#VALUE!
Adsiggied,Mojarse,"Empaparse, , , , ",Get wet,"Imbibe,,,,"
Dodoed,Jugar,"Bromear, , , , ",To play,"To joke, , , ,"
Dodua,Pez Corvina,,Corvina fish,#VALUE!
Doed,Tragar,"Devorar, Engullir, , , ",swallow,"Devour, Gobble,,,"
Doga,Abundante,"Suficiente, Bastante, , , ",Abundant,"Enough, enough,,,"
Yaisuli,Abundante,"suficientte, Bastante, , , ",Abundant,"suficientte, pretty,,,"
Nagege,Abundante,"Suficiente, , , , ",Abundant,"Enough, , , ,"
Dogdar,Demasiado,"En extremo, Excesivo, , , ",Too,"In extreme, excessive,"
Dogdara,Demasiado,"En extremo, Excesivo, , , ",Too,"In extreme, excessive,"
Issesuli,Mucho,"Excede, , , , ",A lot,"Exceeds,,,,"
Doged,Penetrar,"Ingresar, Hundir, , , ",Penetrate,"Enter Sinking,"
Adsule,pasado mañana,,day after tomorrow,#VALUE!
Doggus,Exagerado,"Desmedido, , , , ",Exaggerated,"I unconscionable,,,,"
Doggusa,Exagerado,"Desmedido, , , , ",Exaggerated,"I unconscionable,,,,"
Dogagusa,Exagerado,"Desmedido, , , , ",Exaggerated,"I unconscionable,,,,"
Dollomagged,Toser,"Tos, , , , ",Cough,"Cough, , , ,"
Dolo,Instrumento musical de bambú,,Bamboo musical instrument,#VALUE!
Dollomagged,Toser,"Tos, , , , ",Cough,"Cough, , , ,"
Dommomagged,Chapotear,"Nadar, , , , ",Splash,"Swim, , , ,"
Gommomagged,Chapotear,"Nadar, , , , ",Splash,"Swim, , , ,"
Dongwen,Cuarenta centavos,,Forty cents,#VALUE!
Donni,Pequeñito,"Cortito, Diminuto, , , ",Tiny,"Shortie, Tiny,,,"
Adswer,Anzuelo,,Fish hook,#VALUE!
Donnigwa,Pequeñito,"Cortito, Diminuto, , , ",Tiny,"Shortie, Tiny,,,"
Dosin,Docena,,Dozen,#VALUE!
Dua,Muslo,"Pierna, , , , ",Thigh,"Leg,,,,"
Duagar,Fémur,,Femur,#VALUE!
Duagala,Fémur,,Femur,#VALUE!
Duamagged,Patalear,"Revolcarse, , , , ",Kick,"Wallowing,,,,"
Bindumagged,Patalear,"Revolcarse, , , , ",Kick,"Wallowing,,,,"
Dub,Hilo,"Cuerda, Soga, , , ",Thread,"String rope, , ,"
Duba,Hilo,"Soga, Cuerda, , , ",Thread,"Rope rope, , ,"
Dub,Isla,"Islote, , , , ",Island,"Island,,,,"
Adswerdub,Hilo de pescar,,Fishing line,#VALUE!
Dubbu,Isla,"Islote, , , , ",Island,"Island,,,,"
Duddu,Flor,,Flower,#VALUE!
Duddugalu,Jardín,,Yard,#VALUE!
Duddugwa,Blando,"Suave, , , , ",Soft,"Soft,,,,"
Duddumola,Amarillo,,Yellow,#VALUE!
Gorogwad,Amarillo,,Yellow,#VALUE!
Duddusulid,Fuerte,"Duro, Recio, Sólido, , ",Strong,"Hard, Recio, Solid,"
Selelleged,Fuerte,"Duro, Recio, Sólido, , ",Strong,"Hard, Recio, Solid,"
Dudied,Sumergir,"Remojar, , , , ",Immerse,"Soak, , , ,"
Dudu,Coloradilla,"Cresta de gallina, , , , ",chigger,"Crest Chicken,,"
Adsweryala,Albahaca,,Basil,#VALUE!
Duggar,Cuello,"Pescuezo, , , , ",Neck,"I scruff,,,,"
Duggin,Inclinado,"Por sí mismo, , , , ",Inclined,"Itself, , , ,"
Duggu,Punta,"Extremo, Cumbre, Fin, , ",Tip,"End, Summit, Fin,"
Duggued,Esconderse,"Refugiarse, Ocultarse, , , ",Hide,"Sheltering, Conceal,,,"
Dugla,Conchas pequeñas de mar,,small sea shells,#VALUE!
Dugu,Mero,,Mere,#VALUE!
Dula,Vivo,"Comunidad, Gente, , , ",Alive,"Community, People,"
Dulanied,Guía,"Dirigente, , , , ",Guide,"Leader,,,,"
Idued,Guía,"Dirigente, , , , ",Guide,"Leader,,,,"
Dummad,Guía,"Dirigente, , , , ",Guide,"Leader,,,,"
Agbined,Volterearse,"Girar, rodar, volverse, , ",Volterearse,"Spin, roll, turn,"
Dulasagla,Está bien vivo,,Is alive well,#VALUE!
Dule,Persona,"Individuo, , , , ",Person,"Individual,,,,"
Duled,Pus,"Supuración, , , , ",Pus,"Suppuration,,,,"
Dulemas,Comida guna,,Guna food,#VALUE!
Dulemasi,Comida guna,,Guna food,#VALUE!
Dullumagged,Agacharse,"Inclinarse, esquinarse, , , ",Bend,"Stooping, esquinarse,,,"
Dulub,Langosta,,Locust,#VALUE!
Dumgued,Tamaño,"crecer, agrandarse, , , ",Size,"grow, enlarged,,,"
Dummad,Grande,"Jefe, Guía, , , ",Big,"Chief Guide,"
Dunnudunnu,Arrugado,"ajado, , , , ",Wrinkled,"I ajado,,,,"
Abired,volver,"regresar, retornar, tornar, , ",return,"return, return, turn,"
Sinnisinni,Arrugado,"ajado, , , , ",Wrinkled,"I ajado,,,,"
Babbibabbi,Arrugado,"ajado, , , , ",Wrinkled,"I ajado,,,,"
Dunu,Cocuyo,,Cocuyo,#VALUE!
Dunued,Pañuelo de la cabeza,,Head scarf,#VALUE!
Muswe,Pañuelo,,Handkerchief,#VALUE!
Durbamagged,Florecer,,To flourish,#VALUE!
durdagged,Aprender,"instruirse, educarse, , , ",To learn,"learn, educate,,,"
Durdaglegoed,Objetivo,,Objective,#VALUE!
Amilegoed,Objetivo,,Objective,#VALUE!
Durgwen,Veinte,,Twenty,#VALUE!
Agdeged,Bajarse,"descender, , , , ",Get down,"down,,,,"
Dulagwen,Veinte,,Twenty,#VALUE!
Durmied,Barrer,,Sweep,#VALUE!
Durwied,Barrer,,Sweep,#VALUE!
Neggwaied,Barrer,,Sweep,#VALUE!
Durwa,Basura,"desperdicio, sobrante, , , ",Garbage,"waste, waste,,,"
Ibdurwa,Basura,"desperdicio, , , , ",Garbage,"waste,,,,"
Durwied,Barrer,,Sweep,#VALUE!
Durmied,Barrer,,Sweep,#VALUE!
Dusi,Papera,"papo, , , , ",mumps,"papo,,,,"
Dusolo,Abseso,,Abscess,#VALUE!
Duule,abambado,"arqueado, , , , ",I abambado,"arcuate,,,,"
Agdied,Pértiga,"palanca, palo para mover cayuco, , , ",Pole,"lever, stick to move cayuco,,,"
Duuru,Fruta verde,,Green fruit,#VALUE!
El,Su,,his,#VALUE!
Eared,Desmantelar,"deshacer, demoler, , , ",Dismantle,"undo, demolish,"
Earmagged,Desenrollar,,Unroll,#VALUE!
Ebayed,Enrollar,"devanar, , , , ",Roll up,"rewinding,,,,"
Ebenne,Hace tiempo,,Long time,#VALUE!
Ebbinne,Hace tiempo,,Long time,#VALUE!
Ebibbied,Arrastrar,"Tirar, impulsar, , , ",Drag,"Pull, push,,,"
Ebied,Jalar,"tirar, halar, , , ",Pull,"pull, pull,,,"
Ebined,Rayar,"afilar, , , , ",Scratch,"Sharpen, , , ,"
Agdiggi,pesado,"sólido, , , , ",heavy,"I solid,,"
Ebinsaed,Recordar,"acordarse, conmemorar, , , ",Remember,"remember, commemorate,"
Insaed,Recordar,"acordarse,conmemorar, , , , ",Remember,"remember, commemorate,,,,"
Ebired,rodear,"Rondar, Cercar, asediar, , ",surround,"Prowling, Fencing, besiege,"
Ebised,Contar,"enumerar, , , , ",Tell,"list,,"
Ebo,Juntos los dos,"en par, aparejado, , , ",Together the two,"wide, rigged,,,"
Ebogwa,Juntos los dos,"en par, parajeado, , , ",Together the two,"wide, parajeado,,,"
Ebued,Tocar,"manipular, manosear, usar, , ",Play,"handling, tampering, use,"
Edarbed,Esperar,"aguardar, , , , ",Wait,"wait,,"
Abdagged,Esperar,"aguardar, , , , ",Wait,"wait,,"
Abiddoged,Esperar,"aguardar, , , , ",Wait,"wait,,"
Anale,Por algo,,something,#VALUE!
Anale,Por alguien,,For someone,#VALUE!
Agdiggirba,Pesado,,Heavy,#VALUE!
Edared,Pelar,"quitar cáscara, , , , ",Peel,"remove shell,,,,"
Enubed,Pelar,"quitr cáscara, , , , ",Peel,"quitr shell,,,,"
Obusged,Pelar,"quitar la cáscara, , , , ",Peel,"Remove the peel, , , ,"
Edied,Cerrar,"Trancar, Obstruir, , , ",Close,"Trancar, Obstruct,,,"
Edinned,Amarrar,"Atar, ligar, , , ",Tie up,"Atar, flirt,,,"
Edsaa,Lejos,"lejano, allá, , , ",Far,"far, there,"
Diggasur,Lejos,"lejano, , , , ",Far,"far, , , ,"
Diggasuli,Lejos,"lejano, , , , ",Far,"far, , , ,"
Edued,Tapar,"cubir, resguardar, cerrar, , ",Cover,"Cubiro, protect, close,"
Egaar,Abierto,,Open,#VALUE!
Uggusuli,pesado,"sólido, , , , ",heavy,"I solid,,"
Egaale,Abierto,,Open,#VALUE!
Argaar,Abierto,,Open,#VALUE!
Egaed,Abrir,"partir, , , , ",Open,"from,,,,"
Egesig,Allá,"Hacia allá, , , , ",There,"Over there, , , ,"
Wesig,Allá,"Hacia allá, , , , ",There,"Over there, , , ,"
Weba,Allá,,There,#VALUE!
Egised,Pedir,"indagar, exigir, , , ",Ask for,"investigate, demand,,,"
Egured,Escurrir,"Secar, , , , ",Drain,"Dry off, , , ,"
Ogured,Escurrir,"secar, moler, , , ",Drain,"drying, grinding,,,"
Egwaed,Seleccionar,"escoger, , , , ",To select,"choose, , , ,"
Agdiggued,Peso,,Weight,#VALUE!
Elied,Borrar,"tachar, eliiminar, , , ",Delete,"cross out, eliiminar,,,"
Eloed,Lamer,"relamer, , , , ",To lick,"relamer,,,,"
Emala,Igual," cómo, , , , ",Same," how, , , ,"
Nayobi,Igual,"como, , , , ",Same,"how, , , ,"
Yobi,Igual,,Same,#VALUE!
Emarbi,Igual,"lo mismo, uniforme, , , ",Same,"the same uniform,"
Balibi,Igual,"Lo mismo, , , , ",Same,"The same, , , ,"
Emi,Hoy,"Actualmente, , , , ",Today,"Actually, , , ,"
Emied,Socolar,"desmontar, , , , ",Socolar,"disassemble,,,,"
Emigi,Ya,"ahora, en este momento, , , ",Already,"Right now, , ,"
Agdir,Piedra lija,,emery stone,#VALUE!
Emisgi,Ya,"ahora, en este moemnto, , , ",Already,"Now, in this moemnto,,,"
Emis,Ahora,"hace poco, , , , ",Now,"recently, , , ,"
Emisgwa,Ahora,"hace poco, , , , ",Now,"recently, , , ,"
Emisbinne,Ahora mismo,"en acto, al instante, , , ",Right now,"in action at the moment,"
Emissunna,Ahora mismo,,Right now,#VALUE!
Enaed,Patear,,Kick,#VALUE!
Engued,Hincharse,"inflarse, abultarse, , , ",Swell,"inflates, bulge,,,"
Mued,Hincharse,"inflarse, , , , ",Swell,"inflates,,,,"
Enied,Desplumar,,Pluck,#VALUE!
Enired,Pegar,"engomar, soldar, , , ",Paste,"gumming, welding,"
Agdoged,Levantar,"alzat, , , , ",Lift up,"Alzat,,,,"
Enoed,Llenar,"Rellenar, Colmar, , , ",Fill in,"Fill, Colmar,,,"
Enoged,Llenar,"rellenar, , , , ",Fill in,"Fill, , , ,"
Enubed,Pelar,"quitar la cáscara, , , , ",Peel,"Remove the peel, , , ,"
Obusged,Pelar,"quitar la cascara, , , , ",Peel,"Remove the peel, , , ,"
Edared,Pelar,,Peel,#VALUE!
Enugged,Lavar,"fregar, enjuagar, , , ",To wash,"washing, rinsing,"
Onugged,Lavar,,To wash,#VALUE!
Eoed,Derramar,"verter, , , , ",To spill,"pour, , , ,"
Eoged,derramar,"verter, , , , ",to spill,"pour, , , ,"
Esa,Machete,,Machete,#VALUE!
Aged,Vomitar,,Barf,#VALUE!
Esbibbi,Cuchillo pequeño,,small knife,#VALUE!
Esdin,Cuchillo,"navaja, , , , ",Knife,"knife,,,,"
Esgoro,Clavo,"hierro, tachuela, , , ",Nail,"iron, tack,,,"
Esgorodub,Cadena,,Chain,#VALUE!
Esgoroduba,Cadena,,Chain,#VALUE!
Esied,Raspar,"cepillar, , , , ",To scrape,"brush,,,,"
Esigged,Desatar,"desamarrar, soltar, , , ",Tie off,"untie, release,,,"
Esirmagged,Desgarrar,"romper, , , , ",Tear,"to break, , , ,"
Eslo,Caimito,,Caimito,#VALUE!
Esmed,Paila,,Paila,#VALUE!
Aggaagga,Torpeza," a tiendas, , , , ",Clumsiness," to shops,,,,"
Esnali,Serrucho,,Saw,#VALUE!
Esnar,Ancla,,Anchor,#VALUE!
Esnardub,Cadena de ancla,,Anchor chain,#VALUE!
Esnugar,Filo del machete,,Edge of the machete,#VALUE!
Esanugala,Filo del machete,,Edge of the machete,#VALUE!
Esnun,Cobre,"latón, , , , ",Copper,"brass,,,,"
Esnundub,Cable,"cadena de cobre, , , , ",Cable,"copper chain,,"
Esnunduba,Cable,"Cadena de cobre, , , , ",Cable,"Copper chain,,"
Eswar,Chuzo,,chuzo,#VALUE!
Eswala,Chuzo,,chuzo,#VALUE!
Aggabagga,profundo,"hondo, , , , ",deep,"deep,,,,"
Esweed,Perfilar cayuco,"labrar, , , , ",Sharpen I cayuco,"styling,,"
Eye,Si,,Yes,#VALUE!
Aye,Si,,Yes,#VALUE!
Gaa,Ají,"guindilla, picante, , , ",Chili pepper,"pepper, spicy,"
Gabboled,Bastón,"Cayado, báculo, , , ",Walking stick,"Crook, crozier,,"
Gabboledi,Bastón,,Walking stick,#VALUE!
Gaamagged,Andar sin rumbo,,Walking aimlessly,#VALUE!
Gabban,Campana,,Bell,#VALUE!
Gabdagged,Soñar,,Sound,#VALUE!
Negburdagged,Soñar,,Sound,#VALUE!
Aggaed,aferrarse,"agarrarse, , , , ",hang on,"grab on, , , ,"
Gabed,Dormir,,Sleep,#VALUE!
Gabgi,Mientras uno duerme,"dormido, , , , ",While sleeping,"asleep, , , ,"
Gabi,Café,,Coffee,#VALUE!
Gabigan,Cafetal,,Coffee plantation,#VALUE!
Gabur,Ají conguito,,Aji I conguito,#VALUE!
Gaddig,Más aún,"Todavía más, , , , ",Even more,"Even more, , , ,"
Gaddiggi,Más áun,"Todavía más, , , , ",Even more,"Even more, , , ,"
Nabbi,Más aún,"Todavía más, , , , ",Even more,"Even more, , , ,"
Gaed,Agarrar,"Detener, sujetar, , , ",Grab,"Stop, hold,,,"
Gagamagged,Cacarear,,Cackle,#VALUE!
Aggan,Hacha,,Ax,#VALUE!
Gaga,Hierba,"paja, , , , ",Grass,"straw,,,,"
Gagana,Hierba,"paja, , , , ",Grass,"straw,,,,"
Gagandug,Guabina de arena,,Guabina sand,#VALUE!
Gagandugu,Guabina de arena,,Guabina sand,#VALUE!
Gagdar,Llorón,,Weeping,#VALUE!
Boegala,Llorón,,Weeping,#VALUE!
Gagga,Boca,"Costa, , , , ",Mouth,"Costa,,"
Gaya,Boca,,Mouth,#VALUE!
Gaggagannoed,Adjetivo,,Adjective,#VALUE!
Gayagannoed,Adjetivo,,Adjective,#VALUE!
Abaggar,Por si acaso,,Just in case,#VALUE!
Aggangar,mango de hacha,,ax handle,#VALUE!
Gaggan,Mentira,"chisme, embuste, , , ",lie,"gossip, lie,,,"
Gagganna,Mentira,"chisme, embuste, , , ",lie,"gossip, lie,,,"
Gaggansaed,Mentir,"Falsear, timar, , , ",Lie,"Distort, cheat,,"
Gaggansili,Mentiroso,"Embustero, , , , ",Liar,"Trickster,,,,"
Gaggarmagged,Lloviznar,,Drizzle,#VALUE!
Bomied,Lloviznar,,Drizzle,#VALUE!
Gaggored,Sin punta,"Romo, , , , ",pointless,"Blunt, , , ,"
Gaggulig,Labios,,Lips,#VALUE!
Gayabir,Labios,,Lips,#VALUE!
Gaglis,Saliva,"baba, , , , ",Saliva,"baba,,,,"
Distinto,diverso,"diferente, , , , ",diverse,"different,,"
Wii,Saliva,,Saliva,#VALUE!
Gai,Caña de azucar,,Sugar cane,#VALUE!
Gaya,Caña de azucar,,Sugar cane,#VALUE!
Gaibid,Amargo,,Bitter,#VALUE!
Gaibigaibi,Poco amargo,,Little bitter,#VALUE!
Gaibigaibigwa,poco amargo,,slightly bitter,#VALUE!
Gaibir,Jugo fermentado de caña,,Juice fermented cane,#VALUE!
Inna,Jugo fermentada de caña,,Juice fermented cane,#VALUE!
Innagaibid,Jugo fermentada de caña,,Juice fermented cane,#VALUE!
Gaibirneg,Casa de ceremonia,"Casa de chicha, , , , ",House ceremony,"House chicha,,"
Aggala,distingo,"diverso, diferente, , , ",I distinguish,"diverse, different,"
Gaibirnega,Casa de la chicha,,Casa de la chicha,#VALUE!
Innaneg,Casa de ceremonia,,House ceremony,#VALUE!
Innanega,Casa de ceremonia,,House ceremony,#VALUE!
Gaigan,Cañaveral,,Reedbed,#VALUE!
Gayagan,Cañaveral,,Reedbed,#VALUE!
Gaigandug,Guabina de arena,,Guabina sand,#VALUE!
Gaigandugu,Guabina de arena,,Guabina sand,#VALUE!
Gainis,Jugo de caña,,Cane juice,#VALUE!
Gainisa,Jugo de caña,,Cane juice,#VALUE!
Gayanis,Jugo de caña,,Cane juice,#VALUE!
Horqueta,palo de sosten,,bra stick,#VALUE!
Gayanisa,Jugo de caña,,Cane juice,#VALUE!
Gaisuwar,Trapiche,,Trapiche,#VALUE!
Gaisuwala,Trapiche,,Trapiche,#VALUE!
Gaiugga,Bagazo de caña de azucar,,Sugar cane bagasse,#VALUE!
Gayaugga,Bagazo de caña de azucar,,Sugar cane bagasse,#VALUE!
Galanuggi,Poliomielitis,"polio, , , , ",Poliomyelitis,"polio,,,,"
Gale,Con picante,"pica, , , , ",spicy,"pica,,,,"
Galed,Picor,,itch,#VALUE!
Galerba,Muy picante,,Very spicy,#VALUE!
Gali,Bejuco,,Bejuco,#VALUE!
Aggu,Quijada,"mentón, mandíbula, maxilar, , ",Jaw,"chin, jaw, jaw,"
Galimba,Callejones,,alleys,#VALUE!
Galu,Pared de caña brava,"Sitio sagrado, , , , ",Reed wall,"Sacred site,,,,"
Gamdur,Jefe de ceremonia de ceremonia de chicha,,Head of ceremony ceremony chicha,#VALUE!
Gamdule,Jefe de ceremonia de chicha,,Head of ceremony chicha,#VALUE!
Gammi,Canalete,"remo, , , , ",canalete,"I paddle,,,,"
Gammied,Remar,,Row,#VALUE!
Gammu,Garganta,"Flauta de bambú, , , , ",Throat,"Bamboo flute,,,,"
Gammuburwi,Flautillas,"Instrumentos musical, , , , ",flutes,"musical instruments,,,,"
Gangi,Flautillas,"instrumento musical, , , , ",flutes,"musical instrument, , , ,"
Gan,Silla,"Asiento, Sitial, Abundancia de plural, , ",Chair,"Seat, seat, Abundance plural,"
Agguar,inconcluso,"fragmentario, inacabado, , , ",unfinished,"fragmentary, unfinished,,,"
Gana,Silla,"Sitial, abundancia de, de plural, , ",Chair,"Sitial, abundance, plural,"
Ganbuled,Sillón,,Armchair,#VALUE!
Gandiggid,Valiente,"Capaz, , , , ",Brave,"Able,,,,"
Buled,Valiente,"Capaz, , , , ",Brave,"Able,,,,"
Buledi,Valiente,"Capaz, , , , ",Brave,"Able,,,,"
Gannaleged,Fortalecerse,"Alentarse, , , , ",Strengthen,"Encouraged,,,,"
Gannar,Otra vez,"de nuevo, repetido, huella, , ",Again,"again repeated footprint,"
Gannale,Otra vez,"de nuevo, , , , ",Again,"again, , , ,"
Gannir,Gallo,"gallina, , , , ",Rooster,"hen, , , ,"
Ganir,Gallo,"gallina, , , , ",Rooster,"hen, , , ,"
Agguale,Inconcluso,"fragmentario, inacabado, , , ",Unfinished,"fragmentary, unfinished,,,"
Ganniraggwa,Huevo de gallina,,Chicken egg,#VALUE!
Manisibu,Huevo de gallina,,Chicken egg,#VALUE!
Nuusaa,Huevo de gallina,,Chicken egg,#VALUE!
Gannirmassered,Gallo,,Rooster,#VALUE!
Gannirneg,Gallinero,,Hen house,#VALUE!
Gannirnega,Gallinero,,Hen house,#VALUE!
Gannirome,Gallina,,Hen,#VALUE!
Gannoged,Consolidar,"robustecer, , , , ",Consolidate,"strengthen,,,,"
Ogannoged,Fortalecer,"Vigorizar, , , , ",Strengthen,"Invigorating,,,,"
Gaobanwar,Caobo,,Caobo,#VALUE!
Aggued,defecar,"excretar, deponer, , , ",defecate,"excrete, depose,,,"
Gaobanwala,Caobo,,Caobo,#VALUE!
Garagwa,Flaco,"enjuto, , , , ",Skinny,"I gaunt,,,,"
Garba,Cesto,"Canasta, , , , ",Basket case,"Basket, , , ,"
Gardidor,Oriundo de Gardi,,Hailing from Gardi,#VALUE!
Gardidola,Oriuendo de Gardi,,Oriuendo of Gardi,#VALUE!
Gardu,Jaula,,Cage,#VALUE!
Gardug,Jaula,,Cage,#VALUE!
Gargwadired,Sanar los huevos,,Healing eggs,#VALUE!
Gargwaddired,Dislocarse un hueso,,Dislocate a bone,#VALUE!
Gargwenad,Hermano,"hermana, consanguineo, , , ",Brother,"sister, by blood,,,"
Disnaed,Defecar,"excretar, deponer, , , ",Defecate,"excrete, depose,,,"
Gargwenmalad,Familia,,Family,#VALUE!
Garibed,Fuerte,"Forzudo, , , , ",Strong,"I Strongman,,,,"
Galaibedi,Fuerte,"Forzudo, , , , ",Strong,"I Strongman,,,,"
Garsimur,Codo,,Elbow,#VALUE!
Garson,Pantalones,,Pants,#VALUE!
Gasbag,Soga para sostener hamaca,,Soga to sustain hammock,#VALUE!
Gasdibir,Muelle,"Puerto, , , , ",Dock,"Port,,,,"
Gasigasi,A gatas,,On all fours,#VALUE!
Gasimagged,Andar a gatas,"gatear, , , , ",Crawl,"crawl, , , ,"
Gassi,Hamaca,,Hammock,
Sadued,Defecar,"excretar, deponer, , , ",Defecate,"excrete, depose,,,"
Uugassi,Hamaca,,Hammock,
Gaugau,Gaviota,,Seagull,
Diridiri,Gaviota,,Seagull,
Gaya,Boca,"idioma, palabra, , , ",Mouth,"language, word,,,"
Gagga,Boca,"Idioma, Costa, , , ",Mouth,"Language, Costa,,"
Gai,Caña de azucar,,Sugar cane,
Gaya,Caña de azucar,,Sugar cane,
Gayaabinnid,Antonimo,,Antonym,
Gayabir,Labios,,Lips,
Gaggulig,Labios,,Lips,